query,rnk,exempt_flag,row_ingested
itel model p 662 l,208,null,1759250535309
itel 48,205,null,1759250535309
itel vision1,191,null,1759250535309
itel keypad phone,191,null,1759250535309
itel a 50 c,191,null,1759250535309
itel s 24,179,null,1759250535309
itel pad one,175,null,1759250535309
itel mobile button,175,null,1759250535309
itel s16 pro vision 2,168,null,1759250535309
itelmobile,161,null,1759250535309
itel a 26,159,null,1759250535309
itel p55t,155,null,1759250535309
itel 55,152,null,1759250535309
itel mobile 4g,150,null,1759250535309
itel a665l,150,null,1759250535309
itel p 661 n,148,null,1759250535309
itel a50,136,null,1759250535309
itel vision1 p 36 play,133,null,1759250535309
itel news,131,null,1759250535309
itel keypad,124,null,1759250535309
itel p40 phone,123,null,1759250535309
itel vision,118,null,1759250535309
itel vision 2,117,null,1759250535309
itel circle 1,116,null,1759250535309
itel 4g mobile,116,null,1759250535309
itel s 16 pro vision 2,114,null,1759250535309
itel powerbank,106,null,1759250535309
itel a 05 s mobile,97,null,1759250535309
itel circle 1 phone,96,null,1759250535309
itel a66 mobile,95,null,1759250535309
itel a 27 p 17 pro 4 g,94,null,1759250535309
itel p55 mobile,86,null,1759250535309
itel 4g,85,null,1759250535309
itel 1 pro,85,null,1759250535309
itel 55 5 g,80,null,1759250535309
itel a 49 a 58 pro 4 g,74,null,1759250535309
itel p 55 mobile,73,null,1759250535309
itel mobile kipet,73,null,1759250535309
itel p661n,72,null,1759250535309
itel s23,69,null,1759250535309
itel a05,68,null,1759250535309
itel it5330,65,null,1759250535309
itel aura 05 i,61,null,1759250535309
itel 50mp,59,null,1759250535309
itel ace2,56,null,1759250535309
itel a663l,56,null,1759250535309
itel l6502,55,null,1759250535309
itel circle 1 mobile,54,null,1759250535309
itel button mobile,53,null,1759250535309
itel 5330,53,null,1759250535309
itel s 16 pro vision,51,null,1759250535309
itel p683l,51,null,1759250535309
itel s 24 mobile,49,null,1759250535309
itel magic x pro 4g,49,null,1759250535309
itel it 5330 mobile,48,null,1759250535309
itel a70 mobile,47,null,1759250535309
itel mobile price,46,null,1759250535309
itel a 60 s mobile,46,null,1759250535309
itel 50,46,null,1759250535309
itel ace 2 keypad mobile,45,null,1759250535309
itel a50c mobile,44,null,1759250535309
keypad itel mobile,42,null,1759250535309
mobile battery itel,40,null,1759250535309
itel 4 g,40,null,1759250535309
itel v13,39,null,1759250535309
itel phone 4g,39,null,1759250535309
itel a70,39,null,1759250535309
itel super guru 4 g,38,null,1759250535309
itel s 9 max,36,null,1759250535309
itel 3,36,null,1759250535309
itel v 860,35,null,1759250535309
itel 661 n,35,null,1759250535309
itel vision1 pro phone,34,null,1759250535309
itel p55 5g mobile,34,null,1759250535309
itel p 555 g,34,null,1759250535309
itel p 66 1 n,31,null,1759250535309
itel 50 c,31,null,1759250535309
itel 5027,30,null,1759250535309
itel p66,29,null,1759250535309
itel a66,29,null,1759250535309
itel p 55 5 g mobile,28,null,1759250535309
itel mobile 5 g,28,null,1759250535309
itel mobile small,27,null,1759250535309
itel buds ace 2,26,null,1759250535309
itel a 27 p 17,26,null,1759250535309
itel a17,25,null,1759250535309
itel a 48 mobile,25,null,1759250535309
itel 70 mobile,25,null,1759250535309
itel 4 gb,24,null,1759250535309
itel touch,23,null,1759250535309
itel vlslon 3 sover,22,null,1759250535309
itel mobile camera,22,null,1759250535309
itel roar 54,21,null,1759250535309
itel cx02,21,null,1759250535309
itel mobile sada,20,null,1759250535309
itel key pad mobile,20,null,1759250535309
itel mobile new model,19,null,1759250535309
itel a 5,19,null,1759250535309
itel v 760,18,null,1759250535309
itel mobile folder,18,null,1759250535309
itel a60,18,null,1759250535309
itel a25 mobile,18,null,1759250535309
itel 665 l,18,null,1759250535309
itel l 6006,17,null,1759250535309
itel 13,17,null,1759250535309
itel p36,16,null,1759250535309
itel mobile cap,16,null,1759250535309
itel mobile 7000,16,null,1759250535309
itel it 5330,16,null,1759250535309
itel 1,16,null,1759250535309
itel awesome,15,null,1759250535309
mobile keypad itel,14,null,1759250535309
itel s 24 phone,14,null,1759250535309
itel s 23 mobile phone,14,null,1759250535309
itel pro 5 g,14,null,1759250535309
itel a 60 phone,14,null,1759250535309
itel p 40 plu,13,null,1759250535309
itel mobile cabinet,13,null,1759250535309
itel color pro 5 g mobile,13,null,1759250535309
itel a44 power,13,null,1759250535309
itel ka battery,12,null,1759250535309
itel betri,12,null,1759250535309
itelvision2s,11,null,1759250535309
itel s3,11,null,1759250535309
itel p 55 5 g phone,11,null,1759250535309
itel 683 l,11,null,1759250535309
itel 55 mobile,11,null,1759250535309
itel 5330 mobile,11,null,1759250535309
itel 123,11,null,1759250535309
itel p55,10,null,1759250535309
itel n 55 bluetooth,10,null,1759250535309
itel mobile 4000,10,null,1759250535309
itel dual camera,10,null,1759250535309
itel bat 2163,10,null,1759250535309
itel a70 phone,10,null,1759250535309
itel p 40 phone ka,8,null,1759250535309
itel 4g smart phone,8,null,1759250535309
mini itel mobile,7,null,1759250535309
itel5,7,null,1759250535309
itel 665l,7,null,1759250535309
itel t 55,6,null,1759250535309
itel p 14,6,null,1759250535309
itel mobile 3 camera,6,null,1759250535309
itel mobile 2 gb ram,6,null,1759250535309
itel l5002,6,null,1759250535309
itel cap,6,null,1759250535309
itel bat 2165 s,6,null,1759250535309
itel a 25 touch,6,null,1759250535309
itel a 25 combo,6,null,1759250535309
itel 55 5 g mobile,6,null,1759250535309
itel p 661 n phone,5,null,1759250535309
itel mobile free fire,5,null,1759250535309
itel a667lp,5,null,1759250535309
itel a 25 pro mobile,5,null,1759250535309
itel 2163 mobile,5,null,1759250535309
itel t11,4,null,1759250535309
itel s 21,4,null,1759250535309
itel p 47,4,null,1759250535309
itel it 5092 mobile,4,null,1759250535309
itel 8gb,4,null,1759250535309
itel 662,4,null,1759250535309
itel vision 2 s flip,3,null,1759250535309
itel t 1,3,null,1759250535309
itel mobile 48,3,null,1759250535309
itel a 16 s,3,null,1759250535309
wrapce itel s23,2,null,1759250535309
itel s24 mobile,2,null,1759250535309
itel s 23 phone ka price,2,null,1759250535309
itel phone 5 g,2,null,1759250535309
itel p 55 mobile purple,2,null,1759250535309
itel p 55 mobile phone,2,null,1759250535309
itel modified,2,null,1759250535309
itel mobile launch,2,null,1759250535309
itel mobile 5 g 10000 r,2,null,1759250535309
itel it 2175 pro,2,null,1759250535309
itel company keypad set,2,null,1759250535309
itel box,2,null,1759250535309
itel a 70 mobile camera,2,null,1759250535309
itel a 50 s mobile,2,null,1759250535309
itel a 42,2,null,1759250535309
itel 3 gb ram,2,null,1759250535309
itel 3 camera,2,null,1759250535309
a 50 c itel,2,null,1759250535309
itelmobileglas,1,null,1759250535309
itel vision1pro pick body,1,null,1759250535309
itel v 1401,1,null,1759250535309
itel smart phone 4 g,1,null,1759250535309
itel s23 camera sisa,1,null,1759250535309
itel plastic film,1,null,1759250535309
itel p 40 mobile enhancement,1,null,1759250535309
itel model a 663 lc,1,null,1759250535309
itel mobile under 5000,1,null,1759250535309
itel mobile purana model ka,1,null,1759250535309
itel mobile of pad,1,null,1759250535309
itel mobile machine,1,null,1759250535309
itel mobile kitne tak ka,1,null,1759250535309
itel mobile ke body keypad,1,null,1759250535309
itel mobile ka kabar,1,null,1759250535309
itel mobile goal camera new,1,null,1759250535309
itel mobile carjar,1,null,1759250535309
itel mobile betari,1,null,1759250535309
itel mobile 5092,1,null,1759250535309
itel mobile 4 g ram,1,null,1759250535309
itel ke powder,1,null,1759250535309
itel ka phone 4000,1,null,1759250535309
itel ka kbar,1,null,1759250535309
itel it 5027 phone,1,null,1759250535309
itel aso5 mobile,1,null,1759250535309
itel aos,1,null,1759250535309
itel ao 5 s 4 g,1,null,1759250535309
itel a26,1,null,1759250535309
itel a 38,1,null,1759250535309
itel 7 model,1,null,1759250535309
itel 49 a 58 pro,1,null,1759250535309
itel s 23 mobile,null,null,1759250535309
itel mobile 5g,null,null,1759250535309
itel ka phone,null,null,1759250535309
itel a 70 phone,null,null,1759250535309
itel a 25 phone,null,null,1759250535309
karbonn k 9 mobile,626,null,1759250535309
karbonn phone,502,null,1759250535309
karbonn k 9,444,null,1759250535309
keypad ka phone,430,null,1759250535309
karbonn over,280,null,1759250535309
karbonn keypad mobile,185,null,1759250535309
karbonn k 9 mobile keypad,72,null,1759250535309
karbonn k 9 keypad mobile,59,null,1759250535309
karbonn mobile set,25,null,1759250535309
karbonn mobile keypad k 9,15,null,1759250535309
kechaoda mobile,5618,null,1759250535309
kechaoda phone,3398,null,1759250535309
kechaoda keypad mobile,179,null,1759250535309
kachoda mobile,130,null,1759250535309
kechaoda mobile a 26,89,null,1759250535309
kechaoda k66 mobile,87,null,1759250535309
kechaoda k 66 mobile,37,null,1759250535309
kechaoda mobile 888,7,null,1759250535309
kechaoda k 10 keypad mobile,1,null,1759250535309
lava,6453,null,1759250535309
lava mobile,5775,null,1759250535309
lava mobile phone,2347,null,1759250535309
lava yuva 2 pro mobile,1888,null,1759250535309
lava blaze 5g mobile,620,null,1759250535309
lava ka mobile,596,null,1759250535309
lenovo tab m 10 hd,554,null,1759250535309
lava lxx503,542,null,1759250535309
lava ka phone,542,null,1759250535309
lava blaze x,532,null,1759250535309
lava agni 2,525,null,1759250535309
lava 5 g mobile,492,null,1759250535309
lava z 3,484,null,1759250535309
lava yuva 3,452,null,1759250535309
lava feature phone,432,null,1759250535309
lava lzx411,395,null,1759250535309
lava phone keypad,378,null,1759250535309
lava mobile 5g,377,null,1759250535309
lava lzx415,335,null,1759250535309
lenovo phone,327,null,1759250535309
lava lzx409,323,null,1759250535309
lava blaze 2 5 g black,306,null,1759250535309
lava button mobile,305,null,1759250535309
lava agni 2 5 g,291,null,1759250535309
lava z 61 battery,288,null,1759250535309
lava lzx404,283,null,1759250535309
lava a 1 mobile,219,null,1759250535309
lava a 3 mobile,173,null,1759250535309
lava agni 2 mobile,132,null,1759250535309
lava hero mobile,53,null,1759250535309
lava a1 keypad mobile,38,null,1759250535309
lava 02 mobile,36,null,1759250535309
lava mobile 5 g,32,null,1759250535309
lava a3 mobile keypad,30,null,1759250535309
lava mobile set,27,null,1759250535309
lava agni 2 5 g mobile,27,null,1759250535309
lava a3 keypad mobile,21,null,1759250535309
lava mobile piche ka,17,null,1759250535309
lava yuva mobile,16,null,1759250535309
mobile lawa,10,null,1759250535309
lava mobile of battery,7,null,1759250535309
lava 5g mobile s,2,null,1759250535309
lava mobile yuva 2 pro,1,null,1759250535309
lava mobile 5 g mobile,1,null,1759250535309
lava kipat mobile,1,null,1759250535309
lava ka mobile kitne tak,1,null,1759250535309
lava smart phone,null,null,1759250535309
lava 5g phone,null,null,1759250535309
micromax mobile,2099,null,1759250535309
micromax mobile keypad,206,null,1759250535309
micromax mobile phone,174,null,1759250535309
micromax in note 1 mobile,23,null,1759250535309
micromax 5 g mobile,7,null,1759250535309
micromax mobile keypad mobile,1,null,1759250535309
micromax phone,null,null,1759250535309
vivo iphone,566,null,1759250535309
infinix hot 30 iphone,499,null,1759250535309
oppo iphone,424,null,1759250535309
xiaomi 14 vivo,231,null,1759250535309
jio iphone,125,null,1759250535309
nokia iphone,95,null,1759250535309
oppo poco mobile,94,null,1759250535309
infinix iphone,92,null,1759250535309
vivo y 18 iphone,79,null,1759250535309
infinix smart 8 iphone,73,null,1759250535309
motorola iphone,54,null,1759250535309
infinix smart 8 hd iphone,49,null,1759250535309
xiaomi 14 vivo mobile,42,null,1759250535309
infinix 40 iphone,42,null,1759250535309
nokia 1110 iphone,36,null,1759250535309
poco xiaomi,35,null,1759250535309
oppo a59 5g iphone,30,null,1759250535309
infinix hot 40 i iphone,30,null,1759250535309
vivo y20 iphone,28,null,1759250535309
xiaomi vivo 14,24,null,1759250535309
poco c 61 iphone,23,null,1759250535309
vivo y 27 iphone,22,null,1759250535309
oppo a 3 pro 5 g iphone,16,null,1759250535309
infinix smart 7 iphone,14,null,1759250535309
vivo t 2 iphone,13,null,1759250535309
poco c 50 iphone,13,null,1759250535309
oppo 12 iphone,12,null,1759250535309
vivo t2x 5g iphone,9,null,1759250535309
vivo 5g iphone,9,null,1759250535309
vivo y 17 iphone,8,null,1759250535309
poco m6 pro iphone,8,null,1759250535309
oppo a 38 ka iphone,8,null,1759250535309
vivo t 2 pro iphone,7,null,1759250535309
vivo y56 5g iphone,6,null,1759250535309
vivo y 56 5 g iphone,6,null,1759250535309
oppo a3x 5g iphone,6,null,1759250535309
oppo a15 mobile iphone,6,null,1759250535309
infinix smart 5 iphone,6,null,1759250535309
vivo y 35 iphone,5,null,1759250535309
vivo v 21 iphone,5,null,1759250535309
jio vivo mobile,5,null,1759250535309
infinix note 40 pro iphone,5,null,1759250535309
vivo y 56 iphone,4,null,1759250535309
vivo y 36 iphone,3,null,1759250535309
vivo y 22 ka iphone,3,null,1759250535309
vivo y 200 e 5 g iphone,3,null,1759250535309
oppo a3s ka iphone,3,null,1759250535309
oppo a 71 iphone,3,null,1759250535309
oppo 5g iphone,3,null,1759250535309
infinix hot 30 5 g iphone,3,null,1759250535309
infinix hot 11 iphone,3,null,1759250535309
vivo y 95 iphone,2,null,1759250535309
vivo y 58 iphone,2,null,1759250535309
vivo y 2 iphone,2,null,1759250535309
vivo 200e 5g iphone,2,null,1759250535309
vivo 1811 iphone,2,null,1759250535309
poco mobile vivo,2,null,1759250535309
oppo a78 5g iphone,2,null,1759250535309
oppo 3 iphone,2,null,1759250535309
infinix 40 x 5 iphone,2,null,1759250535309
xiaomi m 3 poco,1,null,1759250535309
poco ka oppo mobile ka,1,null,1759250535309
poco c 65 mobile iphone,1,null,1759250535309
oppo a 3 x 5 g ka iphone,1,null,1759250535309
motorola g 64 iphone,1,null,1759250535309
nothing phone,8754,null,1759250535309
nothing,8205,null,1759250535309
cmf by nothing phone 1,5318,null,1759250535309
nothing 2a,2434,null,1759250535309
nothing phone 2 a,1432,null,1759250535309
nothing phone 1,1392,null,1759250535309
nothing mobile phone,677,null,1759250535309
nothing 2 a phone,566,null,1759250535309
cmf by nothing,528,null,1759250535309
nothing 2 a mobile,471,null,1759250535309
nathing phone 2a,457,null,1759250535309
nothing 2,396,null,1759250535309
nothing nothing,389,null,1759250535309
nathing phone 2,371,null,1759250535309
nothing cmf,272,null,1759250535309
nathing phone 1 mobile,174,null,1759250535309
